itemid,code,type,category,label,description
100821,4852 ,PROCEDURE,NA,NA,OPEN ABDOMINOPERINEAL RE 
100822,4862 ,PROCEDURE,NA,NA,ANT RECT RESECT W COLOST 
100823,4863 ,PROCEDURE,NA,NA,ANTERIOR RECT RESECT NEC 
100824,4869 ,PROCEDURE,NA,NA,RECTAL RESECTION NEC     
100825,4871 ,PROCEDURE,NA,NA,SUTURE OF RECTAL LACER   
100826,4875 ,PROCEDURE,NA,NA,ABDOMINAL PROCTOPEXY     
100827,4876 ,PROCEDURE,NA,NA,PROCTOPEXY NEC           
100828,4879 ,PROCEDURE,NA,NA,REPAIR OF RECTUM NEC     
100829,4881 ,PROCEDURE,NA,NA,PERIRECTAL INCISION      
100830,4882 ,PROCEDURE,NA,NA,PERIRECTAL EXCISION      
100831,4901 ,PROCEDURE,NA,NA,INCIS PERIANAL ABSCESS   
100832,4902 ,PROCEDURE,NA,NA,PERIANAL INCISION NEC    
100833,4904 ,PROCEDURE,NA,NA,PERIANAL EXCISION NEC    
100834,4911 ,PROCEDURE,NA,NA,ANAL FISTULOTOMY         
100835,4921 ,PROCEDURE,NA,NA,ANOSCOPY                 
100836,4923 ,PROCEDURE,NA,NA,ANAL BIOPSY              
100837,4931 ,PROCEDURE,NA,NA,EXC/DEST ANAL LES/TIS EN 
100838,4939 ,PROCEDURE,NA,NA,OTH LOC EXC/DEST ANAL TI 
100839,4942 ,PROCEDURE,NA,NA,HEMORRHOID INJECTION     
100840,4945 ,PROCEDURE,NA,NA,HEMORRHOID LIGATION      
100841,4946 ,PROCEDURE,NA,NA,HEMORRHOIDECTOMY         
100842,4947 ,PROCEDURE,NA,NA,HEMORRHOID EVACUATION    
100843,4949 ,PROCEDURE,NA,NA,HEMORRHOID PROCEDURE NEC 
100844,4971 ,PROCEDURE,NA,NA,SUTURE ANAL LACERATION   
100845,4974 ,PROCEDURE,NA,NA,GRACILIS MUSC TRANSPLAN  
100846,4979 ,PROCEDURE,NA,NA,ANAL SPHINCT REPAIR NEC  
60397,247 ,HFCA_DRG,NA,NA,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYST
60398,248 ,HFCA_DRG,NA,NA,PERC CARDIOVASC PROC W NON-DRUG-ELUTING 
60399,248 ,HFCA_DRG,NA,NA,"TENDONITIS, MYOSITIS & BURSITIS         "
60400,249 ,HFCA_DRG,NA,NA,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONN"
60401,249 ,HFCA_DRG,NA,NA,PERC CARDIOVASC PROC W NON-DRUG-ELUTING 
60402,250 ,HFCA_DRG,NA,NA,"FX, SPRN, STRN & DISL OF FOREARM, HAND, "
60403,250 ,HFCA_DRG,NA,NA,PERC CARDIOVASC PROC W/O CORONARY ARTERY
60404,251 ,HFCA_DRG,NA,NA,PERC CARDIOVASC PROC W/O CORONARY ARTERY
60405,252 ,HFCA_DRG,NA,NA,OTHER VASCULAR PROCEDURES W MCC         
60406,253 ,HFCA_DRG,NA,NA,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX"
60407,253 ,HFCA_DRG,NA,NA,OTHER VASCULAR PROCEDURES W CC          
60408,254 ,HFCA_DRG,NA,NA,"FX, SPRN, STRN & DISL OF UPARM,LOWLEG EX"
60409,254 ,HFCA_DRG,NA,NA,OTHER VASCULAR PROCEDURES W/O CC/MCC    
60410,255 ,HFCA_DRG,NA,NA,UPPER LIMB & TOE AMPUTATION FOR CIRC SYS
60411,256 ,HFCA_DRG,NA,NA,OTHER MUSCULOSKELETAL SYSTEM & CONNECTIV
60412,257 ,HFCA_DRG,NA,NA,TOTAL MASTECTOMY FOR MALIGNANCY WITH CC 
60413,258 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER DEVICE REPLACEMENT W M
60414,258 ,HFCA_DRG,NA,NA,TOTAL MASTECTOMY FOR MALIGNANCY W/O CC  
60415,259 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O
60416,260 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER REVISION EXCEPT DEVICE
60417,261 ,HFCA_DRG,NA,NA,BREAST PROC FOR NON-MALIGNANCY EXCEPT BI
60418,261 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER REVISION EXCEPT DEVICE
60419,262 ,HFCA_DRG,NA,NA,BREAST BIOPSY & LOCAL EXCISION FOR NON-M
60420,263 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR 
60421,264 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES
60422,265 ,HFCA_DRG,NA,NA,AICD LEAD PROCEDURES                    
60423,265 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN U
60424,266 ,HFCA_DRG,NA,NA,SKIN GRAFT &/OR DEBRID EXCEPT FOR SKIN U
60425,268 ,HFCA_DRG,NA,NA,"SKIN, SUBCUTANEOUS TISSUE & BREAST PLAST"
60426,269 ,HFCA_DRG,NA,NA,"OTHER SKIN, SUBCUT TISS & BREAST PROC WI"
60427,270 ,HFCA_DRG,NA,NA,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/"
60428,271 ,HFCA_DRG,NA,NA,SKIN ULCERS                             
60429,272 ,HFCA_DRG,NA,NA,MAJOR SKIN DISORDERS WITH CC            
60430,277 ,HFCA_DRG,NA,NA,CELLULITIS AGE >17 WITH CC              
60431,278 ,HFCA_DRG,NA,NA,CELLULITIS AGE >17 W/O CC               
60432,280 ,HFCA_DRG,NA,NA,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60433,280 ,HFCA_DRG,NA,NA,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60434,281 ,HFCA_DRG,NA,NA,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60435,281 ,HFCA_DRG,NA,NA,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60436,282 ,HFCA_DRG,NA,NA,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED "
60437,282 ,HFCA_DRG,NA,NA,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST"
60438,283 ,HFCA_DRG,NA,NA,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W M"
60439,283 ,HFCA_DRG,NA,NA,MINOR SKIN DISORDERS WITH CC            
60440,284 ,HFCA_DRG,NA,NA,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W C"
60441,284 ,HFCA_DRG,NA,NA,MINOR SKIN DISORDERS W/O CC             
60442,285 ,HFCA_DRG,NA,NA,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTR"
60443,286 ,HFCA_DRG,NA,NA,ADRENAL & PITUITARY PROCEDURES          
60444,286 ,HFCA_DRG,NA,NA,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60445,287 ,HFCA_DRG,NA,NA,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60446,287 ,HFCA_DRG,NA,NA,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NU"
60447,288 ,HFCA_DRG,NA,NA,ACUTE & SUBACUTE ENDOCARDITIS W MCC     
60448,288 ,HFCA_DRG,NA,NA,O.R. PROCEDURES FOR OBESITY             
60449,289 ,HFCA_DRG,NA,NA,PARATHYROID PROCEDURES                  
60450,290 ,HFCA_DRG,NA,NA,THYROID PROCEDURES                      
60451,291 ,HFCA_DRG,NA,NA,HEART FAILURE & SHOCK W MCC             
60452,292 ,HFCA_DRG,NA,NA,HEART FAILURE & SHOCK W CC              
60453,292 ,HFCA_DRG,NA,NA,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60454,293 ,HFCA_DRG,NA,NA,HEART FAILURE & SHOCK W/O CC/MCC        
60455,293 ,HFCA_DRG,NA,NA,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PRO"
60456,294 ,HFCA_DRG,NA,NA,DEEP VEIN THROMBOPHLEBITIS W CC/MCC     
60457,294 ,HFCA_DRG,NA,NA,DIABETES AGE >35                        
60458,295 ,HFCA_DRG,NA,NA,DIABETES AGE 0-35                       
60459,296 ,HFCA_DRG,NA,NA,"CARDIAC ARREST, UNEXPLAINED W MCC       "
60460,296 ,HFCA_DRG,NA,NA,NUTRITIONAL & MISC METABOLIC DISORDERS A
60461,297 ,HFCA_DRG,NA,NA,"CARDIAC ARREST, UNEXPLAINED W CC        "
60462,297 ,HFCA_DRG,NA,NA,NUTRITIONAL & MISC METABOLIC DISORDERS A
60463,299 ,HFCA_DRG,NA,NA,INBORN ERRORS OF METABOLISM             
60464,299 ,HFCA_DRG,NA,NA,PERIPHERAL VASCULAR DISORDERS W MCC     
60465,300 ,HFCA_DRG,NA,NA,ENDOCRINE DISORDERS WITH CC             
60466,300 ,HFCA_DRG,NA,NA,PERIPHERAL VASCULAR DISORDERS W CC      
60467,301 ,HFCA_DRG,NA,NA,ENDOCRINE DISORDERS W/O CC              
60468,301 ,HFCA_DRG,NA,NA,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC
60469,302 ,HFCA_DRG,NA,NA,KIDNEY TRANSPLANT                       
60470,303 ,HFCA_DRG,NA,NA,ATHEROSCLEROSIS W/O MCC                 
60471,303 ,HFCA_DRG,NA,NA,"KIDNEY,URETER & MAJOR BLADDER PROCEDURES"
60472,304 ,HFCA_DRG,NA,NA,HYPERTENSION W MCC                      
60473,304 ,HFCA_DRG,NA,NA,"KIDNEY,URETER & MAJOR BLADDER PROC FOR N"
60474,305 ,HFCA_DRG,NA,NA,HYPERTENSION W/O MCC                    
60475,306 ,HFCA_DRG,NA,NA,CARDIAC CONGENITAL & VALVULAR DISORDERS 
60476,306 ,HFCA_DRG,NA,NA,PROSTATECTOMY WITH CC                   
60477,307 ,HFCA_DRG,NA,NA,CARDIAC CONGENITAL & VALVULAR DISORDERS 
60478,308 ,HFCA_DRG,NA,NA,CARDIAC ARRHYTHMIA & CONDUCTION DISORDER
60479,308 ,HFCA_DRG,NA,NA,MINOR BLADDER PROCEDURES WITH CC        
60480,309 ,HFCA_DRG,NA,NA,CARDIAC ARRHYTHMIA & CONDUCTION DISORDER
60481,310 ,HFCA_DRG,NA,NA,CARDIAC ARRHYTHMIA & CONDUCTION DISORDER
60482,310 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROCEDURES WITH CC        
60483,311 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROCEDURES W/O CC         
60484,312 ,HFCA_DRG,NA,NA,SYNCOPE & COLLAPSE                      
60485,313 ,HFCA_DRG,NA,NA,CHEST PAIN                              
60486,314 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC
60487,315 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC 
60488,315 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT O.R. PROCED
60489,316 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O C
60490,316 ,HFCA_DRG,NA,NA,RENAL FAILURE                           
60491,317 ,HFCA_DRG,NA,NA,ADMIT FOR RENAL DIALYSIS                
60492,318 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT NEOPLASMS WITH CC
60493,320 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT INFECTIONS AGE >1
60494,321 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT INFECTIONS AGE >1
60495,323 ,HFCA_DRG,NA,NA,"URINARY STONES WITH CC, &/OR ESW LITHOTR"
60496,325 ,HFCA_DRG,NA,NA,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS 
100847,4995 ,PROCEDURE,NA,NA,CONTROL ANAL HEMORRHAGE  
100848,500  ,PROCEDURE,NA,NA,HEPATOTOMY               
100849,5011 ,PROCEDURE,NA,NA,LIVER BIOPSY - CLOSED    
100850,5012 ,PROCEDURE,NA,NA,LIVER BIOPSY - OPEN      
100851,5013 ,PROCEDURE,NA,NA,TRANSJUGULAR LIVER BIOPS 
100852,5014 ,PROCEDURE,NA,NA,LAPAROSCOPIC LIVER BIOPS 
100853,5019 ,PROCEDURE,NA,NA,HEPATIC DX PROC NEC      
100854,5022 ,PROCEDURE,NA,NA,PARTIAL HEPATECTOMY      
100855,5023 ,PROCEDURE,NA,NA,OPEN ABLATION LIVER LESI 
100856,5024 ,PROCEDURE,NA,NA,PERCUTANEOUS ABLATION LI 
100857,5029 ,PROCEDURE,NA,NA,DESTRUC HEPATIC LES NEC  
100858,503  ,PROCEDURE,NA,NA,HEPATIC LOBECTOMY        
100859,504  ,PROCEDURE,NA,NA,TOTAL HEPATECTOMY        
100860,5051 ,PROCEDURE,NA,NA,AUXILIARY LIVER TRANSPL  
100861,5059 ,PROCEDURE,NA,NA,LIVER TRANSPLANT NEC     
100862,5061 ,PROCEDURE,NA,NA,CLOSURE LIVER LACERAT    
100863,5069 ,PROCEDURE,NA,NA,LIVER REPAIR NEC         
100864,5091 ,PROCEDURE,NA,NA,PERCUTAN LIVER ASPIRAT   
100865,5094 ,PROCEDURE,NA,NA,HEPATIC INJECTION NEC    
100866,5101 ,PROCEDURE,NA,NA,PERCUTAN ASPIRATION GB   
100867,5102 ,PROCEDURE,NA,NA,TROCAR CHOLECYSTOSTOMY   
100868,5103 ,PROCEDURE,NA,NA,CHOLECYSTOSTOMY NEC      
100869,5104 ,PROCEDURE,NA,NA,CHOLECYSTOTOMY NEC       
100870,5110 ,PROCEDURE,NA,NA,ENDOS RETRO CHOLANGIOPAN 
100871,5111 ,PROCEDURE,NA,NA,BILIARY TRACT ENDOSCOPY  
100872,5112 ,PROCEDURE,NA,NA,GALLBLDDER/BILE DUCT BX- 
100873,5113 ,PROCEDURE,NA,NA,GALLBLADDER/BILE DUCT BX 
100874,5114 ,PROCEDURE,NA,NA,OTH CLO BX BIL DUCT/SPIN 
100875,5121 ,PROCEDURE,NA,NA,PARTIAL CHOLECYSTECTOMY  
100876,5122 ,PROCEDURE,NA,NA,TOTAL CHOLECYSTECTOMY    
100877,5123 ,PROCEDURE,NA,NA,LAPAROSCOPIC CHOLESCYSTE 
100878,5124 ,PROCEDURE,NA,NA,PARTIAL LAP CHOLECYSTEC  
100879,5132 ,PROCEDURE,NA,NA,GB-TO-INTESTINE ANASTOM  
100880,5136 ,PROCEDURE,NA,NA,CHOLEDOCHOENTEROSTOMY    
100881,5137 ,PROCEDURE,NA,NA,HEPATIC DUCT-GI ANASTOM  
100882,5141 ,PROCEDURE,NA,NA,CDE FOR CALCULUS REMOV   
100883,5143 ,PROCEDURE,NA,NA,CHOLEDOCHOHEPAT INTUBAT  
100884,5151 ,PROCEDURE,NA,NA,COMMON DUCT EXPLORATION  
100885,5159 ,PROCEDURE,NA,NA,BILE DUCT INCISION NEC   
100886,5162 ,PROCEDURE,NA,NA,EXCIS AMPULLA OF VATER   
100442,3562 ,PROCEDURE,NA,NA,GRAFT REPAIR VENTRIC DEF 
100443,3570 ,PROCEDURE,NA,NA,HEART SEPTA REPAIR NOS   
100444,3571 ,PROCEDURE,NA,NA,ATRIA SEPTA DEF REP NEC  
100445,3572 ,PROCEDURE,NA,NA,VENTR SEPTA DEF REP NEC  
100446,3582 ,PROCEDURE,NA,NA,TOTAL REPAIR OF TAPVC    
100447,3591 ,PROCEDURE,NA,NA,INTERAT VEN RETRN TRANSP 
100448,3593 ,PROCEDURE,NA,NA,CONDUIT LEFT VENTR-AORTA 
100449,3595 ,PROCEDURE,NA,NA,HEART REPAIR REVISION    
100450,3596 ,PROCEDURE,NA,NA,PERCUTANEOUS VALVULOPLAS 
100451,3598 ,PROCEDURE,NA,NA,OTHER HEART SEPTA OPS    
100452,3599 ,PROCEDURE,NA,NA,OTHER HEART VALVE OPS    
100453,3601 ,PROCEDURE,NA,NA,PTCA W/O THROMBOLYTIC AG 
100454,3602 ,PROCEDURE,NA,NA,PTCA W/ THROMBOLYTIC AGE 
100455,3603 ,PROCEDURE,NA,NA,OPEN CHEST COR ART ANGIO 
100456,3604 ,PROCEDURE,NA,NA,INTRACOR ART THROMBOLYT  
100457,3605 ,PROCEDURE,NA,NA,PTCA-MULTIPLE VESSEL     
100458,3606 ,PROCEDURE,NA,NA,INSERT CORON ARTER STENT 
100459,3607 ,PROCEDURE,NA,NA,INSERT DRUG-ELUT CORONA  
100460,3609 ,PROCEDURE,NA,NA,OTH SPEC REM COR ART OBS 
100461,3611 ,PROCEDURE,NA,NA,(AORTO)CORONARY BYPASS O 
100462,3612 ,PROCEDURE,NA,NA,(AORTO)CORONARY BYPASS T 
100463,3613 ,PROCEDURE,NA,NA,(AORTO)CORONARY BYPASS T 
100464,3614 ,PROCEDURE,NA,NA,(AORTO)CORONARY BYPASS F 
100465,3615 ,PROCEDURE,NA,NA,1 INT MAM-COR ART BYPASS 
100466,3616 ,PROCEDURE,NA,NA,2 INT MAM-COR ART BYPASS 
100467,3617 ,PROCEDURE,NA,NA,ABD-COR ARTERY BYPASS    
100468,3619 ,PROCEDURE,NA,NA,HRT REVAS BYPS ANAS NEC  
100469,3631 ,PROCEDURE,NA,NA,OP CHST TRNSMYOCAR REVAS 
100470,3691 ,PROCEDURE,NA,NA,CORON VESS ANEURYSM REP  
100471,3699 ,PROCEDURE,NA,NA,HEART VESSEL OP NEC      
100472,370  ,PROCEDURE,NA,NA,PERICARDIOCENTESIS       
100473,3710 ,PROCEDURE,NA,NA,INCISION OF HEART NOS    
100474,3711 ,PROCEDURE,NA,NA,CARDIOTOMY               
100475,3712 ,PROCEDURE,NA,NA,PERICARDIOTOMY           
100476,3720 ,PROCEDURE,NA,NA,NONINVASIVE PROGRAMMED E 
60100,065 ,HFCA_DRG,NA,NA,DYSEQUILIBRIUM                          
60101,065 ,HFCA_DRG,NA,NA,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFA
60102,066 ,HFCA_DRG,NA,NA,EPISTAXIS                               
60103,066 ,HFCA_DRG,NA,NA,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFA
60104,067 ,HFCA_DRG,NA,NA,EPIGLOTTITIS                            
60105,068 ,HFCA_DRG,NA,NA,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION 
60106,068 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI AGE <17 WITH CC      
60107,068 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI AGE >17 WITH CC      
60108,069 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI AGE >17 W/O CC       
60109,069 ,HFCA_DRG,NA,NA,TRANSIENT ISCHEMIA                      
60110,070 ,HFCA_DRG,NA,NA,NONSPECIFIC CEREBROVASCULAR DISORDERS W 
60111,070 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI AGE 0-17             
60112,071 ,HFCA_DRG,NA,NA,NONSPECIFIC CEREBROVASCULAR DISORDERS W 
60113,072 ,HFCA_DRG,NA,NA,NASAL TRAUMA & DEFORMITY                
60114,072 ,HFCA_DRG,NA,NA,NONSPECIFIC CEREBROVASCULAR DISORDERS W/
60115,073 ,HFCA_DRG,NA,NA,CRANIAL & PERIPHERAL NERVE DISORDERS W M
60116,073 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60117,073 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE,MOUTH & THROAT DIAGNOSES"
60118,074 ,HFCA_DRG,NA,NA,CRANIAL & PERIPHERAL NERVE DISORDERS W/O
60119,075 ,HFCA_DRG,NA,NA,MAJOR CHEST PROCEDURES                  
60120,075 ,HFCA_DRG,NA,NA,VIRAL MENINGITIS W CC/MCC               
60121,076 ,HFCA_DRG,NA,NA,OTHER RESP SYSTEM O.R. PROCEDURES W CC  
60122,076 ,HFCA_DRG,NA,NA,VIRAL MENINGITIS W/O CC/MCC             
60123,077 ,HFCA_DRG,NA,NA,HYPERTENSIVE ENCEPHALOPATHY W MCC       
60124,077 ,HFCA_DRG,NA,NA,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC
60125,078 ,HFCA_DRG,NA,NA,HYPERTENSIVE ENCEPHALOPATHY W CC        
60126,078 ,HFCA_DRG,NA,NA,PULMONARY EMBOLISM                      
60127,079 ,HFCA_DRG,NA,NA,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC  
60128,079 ,HFCA_DRG,NA,NA,RESPIRATORY INFECTIONS & INFLAMMATIONS A
60129,080 ,HFCA_DRG,NA,NA,NONTRAUMATIC STUPOR & COMA W MCC        
60130,080 ,HFCA_DRG,NA,NA,RESPIRATORY INFECTIONS & INFLAMMATIONS A
60131,081 ,HFCA_DRG,NA,NA,NONTRAUMATIC STUPOR & COMA W/O MCC      
60132,082 ,HFCA_DRG,NA,NA,RESPIRATORY NEOPLASMS                   
60133,082 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MC"
60134,083 ,HFCA_DRG,NA,NA,MAJOR CHEST TRAUMA WITH CC              
60135,083 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC"
60136,084 ,HFCA_DRG,NA,NA,MAJOR CHEST TRAUMA W/O CC               
60137,084 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O "
60138,085 ,HFCA_DRG,NA,NA,PLEURAL EFFUSION W CC                   
60139,085 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MC"
60140,086 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC"
60141,087 ,HFCA_DRG,NA,NA,PULMONARY EDEMA & RESPIRATORY FAILURE   
60142,087 ,HFCA_DRG,NA,NA,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O "
60143,088 ,HFCA_DRG,NA,NA,CHRONIC OBSTRUCTIVE PULMONARY DISEASE   
60144,089 ,HFCA_DRG,NA,NA,SIMPLE PNEUMONIA & PLEURISY AGE >17 WITH
60145,090 ,HFCA_DRG,NA,NA,CONCUSSION W/O CC/MCC                   
60146,090 ,HFCA_DRG,NA,NA,SIMPLE PNEUMONIA & PLEURISY AGE >17 W/O 
60147,091 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF NERVOUS SYSTEM W MCC 
60148,091 ,HFCA_DRG,NA,NA,SIMPLE PNEUMONIA & PLEURISY AGE 0-17    
60149,092 ,HFCA_DRG,NA,NA,INTERSTITIAL LUNG DISEASE WITH CC       
60150,092 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF NERVOUS SYSTEM W CC  
60151,093 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC
60152,094 ,HFCA_DRG,NA,NA,BACTERIAL & TUBERCULOUS INFECTIONS OF NE
60153,094 ,HFCA_DRG,NA,NA,PNEUMOTHORAX WITH CC                    
60154,095 ,HFCA_DRG,NA,NA,BACTERIAL & TUBERCULOUS INFECTIONS OF NE
60155,095 ,HFCA_DRG,NA,NA,PNEUMOTHORAX W/O CC                     
60156,096 ,HFCA_DRG,NA,NA,BACTERIAL & TUBERCULOUS INFECTIONS OF NE
60157,096 ,HFCA_DRG,NA,NA,BRONCHITIS & ASTHMA AGE >17 WITH CC     
60158,097 ,HFCA_DRG,NA,NA,BRONCHITIS & ASTHMA AGE >17 W/O CC      
60159,097 ,HFCA_DRG,NA,NA,NON-BACTERIAL INFECT OF NERVOUS SYS EXC 
60160,098 ,HFCA_DRG,NA,NA,NON-BACTERIAL INFECT OF NERVOUS SYS EXC 
60161,099 ,HFCA_DRG,NA,NA,RESPIRATORY SIGNS & SYMPTOMS WITH CC    
60162,100 ,HFCA_DRG,NA,NA,RESPIRATORY SIGNS & SYMPTOMS W/O CC     
60163,100 ,HFCA_DRG,NA,NA,SEIZURES W MCC                          
60164,101 ,HFCA_DRG,NA,NA,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH 
60165,101 ,HFCA_DRG,NA,NA,SEIZURES W/O MCC                        
60166,102 ,HFCA_DRG,NA,NA,HEADACHES W MCC                         
60167,102 ,HFCA_DRG,NA,NA,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O C
60168,103 ,HFCA_DRG,NA,NA,HEADACHES W/O MCC                       
60169,103 ,HFCA_DRG,NA,NA,HEART TRANSPLANT                        
60170,104 ,HFCA_DRG,NA,NA,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC
60171,104 ,HFCA_DRG,NA,NA,CARDIAC VALVE PROCEDURE W PUMP & W CARDI
60172,105 ,HFCA_DRG,NA,NA,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC
60173,105 ,HFCA_DRG,NA,NA,CARDIAC VALVE PROCEDURE W PUMP & W/O CAR
60174,106 ,HFCA_DRG,NA,NA,CORONARY BYPASS WITH PTCA               
60175,107 ,HFCA_DRG,NA,NA,CORONARY BYPASS W CARDIAC CATH          
60176,108 ,HFCA_DRG,NA,NA,OTHER CARDIOTHORACIC OR VASCULAR PROCEDU
60177,108 ,HFCA_DRG,NA,NA,OTHER CARDIOTHORACIC PROCEDURES         
60178,109 ,HFCA_DRG,NA,NA, CORONARY BYPASS W/O CARDIAC CATH       
60179,109 ,HFCA_DRG,NA,NA, CORONARY BYPASS W/O PTCA OR CARDIAC CAT
60180,109 ,HFCA_DRG,NA,NA,CORONARY BYPASS W/O PTCA OR CARDIAC CATH
60181,110 ,HFCA_DRG,NA,NA,MAJOR CARDIOVASCULAR PROCEDURES W CC    
60182,111 ,HFCA_DRG,NA,NA,MAJOR CARDIOVASCULAR PROCEDURES W/O CC  
60183,112 ,HFCA_DRG,NA,NA,PERCUTANEOUS CARDIOVASCULAR PROCEDURES  
60184,113 ,HFCA_DRG,NA,NA,AMPUTATION FOR CIRC SYSTEM DISORDERS EXC
60185,113 ,HFCA_DRG,NA,NA,ORBITAL PROCEDURES W CC/MCC             
60186,114 ,HFCA_DRG,NA,NA,UPPER LIMB & TOE AMPUTATION FOR CIRC SYS
60187,115 ,HFCA_DRG,NA,NA,EXTRAOCULAR PROCEDURES EXCEPT ORBIT     
60188,115 ,HFCA_DRG,NA,NA,"PERM CARDIAC PACEMAKER IMPLANT W AMI, HE"
60189,116 ,HFCA_DRG,NA,NA,OTH PERM CARDIAC PACEMAKER IMPLANT      
60190,116 ,HFCA_DRG,NA,NA,OTH PERM CARDIAC PACEMAKER IMPLANT OR PT
60191,117 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER REVISION EXCEPT DEVICE
60192,118 ,HFCA_DRG,NA,NA,CARDIAC PACEMAKER DEVICE REPLACEMENT    
60193,119 ,HFCA_DRG,NA,NA,VEIN LIGATION & STRIPPING               
60194,120 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES
60195,121 ,HFCA_DRG,NA,NA,CIRCULATORY DISORDERS W AMI & C.V. COMP 
60196,121 ,HFCA_DRG,NA,NA,CIRCULATORY DISORDERS W AMI & MAJOR COMP
60197,122 ,HFCA_DRG,NA,NA,CIRCULATORY DISORDERS W AMI W/O C.V. COM
60198,122 ,HFCA_DRG,NA,NA,CIRCULATORY DISORDERS W AMI W/O MAJOR CO
100477,3721 ,PROCEDURE,NA,NA,RT HEART CARDIAC CATH    
100478,3722 ,PROCEDURE,NA,NA,LEFT HEART CARDIAC CATH  
100479,3723 ,PROCEDURE,NA,NA,RT/LEFT HEART CARD CATH  
100480,3724 ,PROCEDURE,NA,NA,PERICARDIAL BIOPSY       
100481,3725 ,PROCEDURE,NA,NA,CARDIAC BIOPSY           
100482,3726 ,PROCEDURE,NA,NA,CATHETER BASED INVASIVE  
100483,3727 ,PROCEDURE,NA,NA,CARDIAC MAPPING          
